DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2008,70.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2009,70.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2010,71.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2011,70.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2012,71.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2013,71.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2014,72.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2015,72.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2016,72.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2017,72.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2018,72.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2019,72.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2020,72.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2021,73.0,d,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2022,73.6,d,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2023,73.9,d,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,FR,2024,74.5,d,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2009,65.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2010,65.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2011,64.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2012,63.9,b,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2013,63.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2014,66.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2015,66.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2016,65.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2017,66.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2018,66.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2019,66.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2020,67.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2021,69.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2022,70.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2023,70.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HR,2024,71.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2009,63.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2010,64.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2011,64.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2012,65.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2013,66.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2014,68.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2015,70.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2016,72.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2017,73.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2018,74.2,b,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2019,74.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2020,75.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2021,76.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2022,77.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2023,78.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,HU,2024,78.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2009,73.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2010,71.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2011,71.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2012,71.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2013,71.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2014,71.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2015,72.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2016,72.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2017,72.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2018,72.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2019,73.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2020,70.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2021,74.6,b,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2022,76.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2023,77.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IE,2024,77.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2009,61.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2010,61.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2011,61.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2012,63.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2013,62.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2014,63.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2015,63.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2016,64.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2017,65.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2018,65.6,b,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2019,65.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2020,63.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2021,64.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2022,65.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2023,66.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,IT,2024,66.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2009,69.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2010,70.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2011,71.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2012,71.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2013,72.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2014,73.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2015,74.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2016,75.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2017,75.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2018,77.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2019,78.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2020,78.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2021,78.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2022,78.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2023,78.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LT,2024,79.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2009,68.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2010,68.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2011,67.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2012,69.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2013,69.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2014,70.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2015,70.9,b,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2016,70.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2017,70.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2018,71.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2019,72.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2020,72.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2021,73.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2022,73.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2023,74.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LU,2024,74.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2009,73.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2010,72.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2011,72.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2012,74.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2013,73.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2014,74.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2015,75.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2016,76.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2017,76.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2018,77.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2019,77.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2020,78.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2021,75.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2022,76.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2023,76.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,LV,2024,76.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2009,59.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2010,60.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2011,61.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2012,63.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2013,66.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2014,67.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2015,68.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2016,70.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2017,72.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2018,74.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2019,74.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2020,76.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2021,77.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2022,79.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2023,80.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,MT,2024,82.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2009,80.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2010,80.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2011,80.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2012,81.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2013,81.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2014,81.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2015,82.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2016,82.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2017,82.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2018,82.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2019,83.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2020,83.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2021,83.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2022,84.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2023,85.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,NL,2024,85.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2009,62.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2010,63.4,b,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2011,63.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2012,64.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2013,65.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2014,66.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2015,66.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2016,67.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2017,68.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2018,69.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2019,70.1,b,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2020,70.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2021,72.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2022,73.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2023,74.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PL,2024,74.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2009,71.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2010,71.5,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2011,71.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2012,71.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2013,71.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2014,71.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2015,72.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2016,72.7,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2017,73.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2018,74.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2019,74.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2020,73.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2021,74.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2022,76.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2023,77.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,PT,2024,78.0,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2009,54.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2010,57.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2011,57.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2012,57.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2013,57.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2014,58.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2015,59.9,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2016,60.2,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2017,61.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2018,62.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2019,63.3,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2020,64.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2021,65.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2022,66.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2023,66.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,RO,2024,67.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,SE,2005,78.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,SE,2006,78.4,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,SE,2007,78.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,SE,2008,79.1,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,SE,2009,78.6,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,SE,2010,78.8,,
ESTAT:TIPSLM60(1.0),14/04/25 23:00:00,A,PC_POP,Y15-64,T,SE,2011,79.7,,
